Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_01_Total_RD_Expenditure,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2023,19,,NZ Dollars (millions),3 and 12,25.7
_01_Total_RD_Expenditure,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2024,17,,NZ Dollars (millions),3 and 12,17.8
_01_Total_RD_Expenditure,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2025,16,,NZ Dollars (millions),3 and 12,27.1
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2016,76,,NZ Dollars (millions),12,14.5
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2018,119,,NZ Dollars (millions),12,36
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2019,117,,NZ Dollars (millions),12,22.9
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2020,104,,NZ Dollars (millions),12,25.7
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2021,90,,NZ Dollars (millions),12,28.7
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2022,64,,NZ Dollars (millions),12,18.4
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2023,72,,NZ Dollars (millions),12,13.7
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2024,77,,NZ Dollars (millions),12,16.3
_01_Total_RD_Expenditure,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2025,98,,NZ Dollars (millions),12,21.4
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2016,3,,NZ Dollars (millions),3 and 12,27.9
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2018,3,,NZ Dollars (millions),3 and 12,52.2
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2019,3,,NZ Dollars (millions),3 and 12,93.8
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2020,2,,NZ Dollars (millions),3 and 12,121.6
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2021,6,,NZ Dollars (millions),3 and 12,17.3
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2022,5,,NZ Dollars (millions),3 and 12,32.6
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2023,8,,NZ Dollars (millions),3 and 12,37.2
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2024,9,,NZ Dollars (millions),3 and 12,13.4
_01_Total_RD_Expenditure,Published_Industry,06_Non-metallic mineral product manufacturing,2025,9,,NZ Dollars (millions),3 and 12,12.7
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2016,67,,NZ Dollars (millions),12,27.9
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2018,71,,NZ Dollars (millions),12,10.4
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2019,82,,NZ Dollars (millions),12,9
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2020,93,,NZ Dollars (millions),12,10
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2021,72,,NZ Dollars (millions),12,19.3
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2022,69,,NZ Dollars (millions),12,13.5
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2023,102,,NZ Dollars (millions),12,15.4
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2024,127,,NZ Dollars (millions),12,19.9
_01_Total_RD_Expenditure,Published_Industry,07_Metal product manufacturing,2025,89,,NZ Dollars (millions),12,13.7
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2016,392,,NZ Dollars (millions),12,11
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2018,372,,NZ Dollars (millions),12,13.1
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2019,450,,NZ Dollars (millions),12,12.6
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2020,497,,NZ Dollars (millions),12,11.7
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2021,461,,NZ Dollars (millions),12,10
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2022,538,,NZ Dollars (millions),12,8.2
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2023,640,,NZ Dollars (millions),12,8.1
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2024,716,,NZ Dollars (millions),12,9.5
_01_Total_RD_Expenditure,Published_Industry,08_Machinery and equipment manufacturing,2025,690,,NZ Dollars (millions),12,7.8
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2016,10,,NZ Dollars (millions),3 and 12,21.5
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2018,17,,NZ Dollars (millions),12,33.6
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2019,28,,NZ Dollars (millions),12,32.5
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2020,18,,NZ Dollars (millions),12,21.3
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2021,21,,NZ Dollars (millions),12,33.1
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2022,30,,NZ Dollars (millions),12,37.9
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2023,29,,NZ Dollars (millions),12,16.1
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2024,34,,NZ Dollars (millions),12,14.9
_01_Total_RD_Expenditure,Published_Industry,09_Other manufacturing,2025,35,,NZ Dollars (millions),12,18.7
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2016,111,,NZ Dollars (millions),12,17.3
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2018,233,,NZ Dollars (millions),12,40.3
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2019,182,,NZ Dollars (millions),12,16.6
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2020,174,,NZ Dollars (millions),12,21
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2021,188,,NZ Dollars (millions),12,17
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2022,192,,NZ Dollars (millions),12,10.5
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2023,223,,NZ Dollars (millions),12,13.8
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2024,173,,NZ Dollars (millions),12,11
_01_Total_RD_Expenditure,Published_Industry,10_Wholesale trade,2025,206,,NZ Dollars (millions),12,29
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2016,75,,NZ Dollars (millions),12,18.8
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2018,118,,NZ Dollars (millions),12,48.2
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2019,102,,NZ Dollars (millions),12,29.3
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2020,181,,NZ Dollars (millions),12,36.7
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2021,202,,NZ Dollars (millions),12,20.8
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2022,320,,NZ Dollars (millions),12,11.6
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2023,382,,NZ Dollars (millions),12,12.6
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2024,465,,NZ Dollars (millions),12,20.7
_01_Total_RD_Expenditure,Published_Industry,11_Scientific research and technical services,2025,420,,NZ Dollars (millions),12,10
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2016,436,,NZ Dollars (millions),12,12.5
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2018,582,,NZ Dollars (millions),12,16.2
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2019,748,,NZ Dollars (millions),12,11.5
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2020,924,,NZ Dollars (millions),12,12
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2021,968,,NZ Dollars (millions),12,10.3
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2022,1063,,NZ Dollars (millions),12,11.8
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2023,1081,,NZ Dollars (millions),12,12.6
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2024,1157,,NZ Dollars (millions),12,12.9
_01_Total_RD_Expenditure,Published_Industry,12_Computer services,2025,1126,,NZ Dollars (millions),12,10.2
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2016,212,,NZ Dollars (millions),4 and 12,24.9
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2018,428,,NZ Dollars (millions),4 and 12,45.3
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2019,517,,NZ Dollars (millions),4 and 12,17.5
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2020,505,,NZ Dollars (millions),4 and 12,11.7
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2021,645,,NZ Dollars (millions),4 and 12,11.2
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2022,643,,NZ Dollars (millions),4 and 12,15.4
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2023,821,R,NZ Dollars (millions),4 and 12,20.7
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2024,851,R,NZ Dollars (millions),4 and 12,17.9
_01_Total_RD_Expenditure,Published_Industry,13_Other services,2025,980,,NZ Dollars (millions),4 and 12,14.7
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2016,589,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2018,762,,NZ Dollars (millions),3 and 12,8.1
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2019,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2020,715,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2021,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2022,800,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2023,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2024,936,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,14_Scientific research,2025,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2016,69,,NZ Dollars (millions),3 and 12,34.2
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2018,66,,NZ Dollars (millions),3 and 12,36.4
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2019,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2020,86,,NZ Dollars (millions),3 and 12,28.8
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2021,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2022,100,,NZ Dollars (millions),3 and 12,20.3
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2023,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2024,103,,NZ Dollars (millions),3 and 12,28.4
_01_Total_RD_Expenditure,Published_Industry,15_Other government research,2025,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2016,877,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2018,960,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2019,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2020,1202,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2021,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2022,1254,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2023,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2024,1349,,NZ Dollars (millions),3 and 12,0
_01_Total_RD_Expenditure,Published_Industry,16_Higher Education,2025,...,,NZ Dollars (millions),3 and 12,...
_01_Total_RD_Expenditure,Sector,01_Business Sector,2016,1602,,NZ Dollars (millions),1 and 12,6.3
_01_Total_RD_Expenditure,Sector,01_Business Sector,2018,2134,,NZ Dollars (millions),1 and 12,12
_01_Total_RD_Expenditure,Sector,01_Business Sector,2019,2427,,NZ Dollars (millions),1 and 12,6.2
_01_Total_RD_Expenditure,Sector,01_Business Sector,2020,2731,,NZ Dollars (millions),1 and 12,6
_01_Total_RD_Expenditure,Sector,01_Business Sector,2021,2867,,NZ Dollars (millions),1 and 12,5.1
_01_Total_RD_Expenditure,Sector,01_Business Sector,2022,3182,,NZ Dollars (millions),1 and 12,5.6
_01_Total_RD_Expenditure,Sector,01_Business Sector,2023,3690,R,NZ Dollars (millions),1 and 12,6.5
_01_Total_RD_Expenditure,Sector,01_Business Sector,2024,4073,R,NZ Dollars (millions),1 and 12,7.6
_01_Total_RD_Expenditure,Sector,01_Business Sector,2025,4088,,NZ Dollars (millions),1 and 12,5.5
_01_Total_RD_Expenditure,Sector,02_Government Sector,2016,658,,NZ Dollars (millions),1 and 2 and 3 and 12,3.6
_01_Total_RD_Expenditure,Sector,02_Government Sector,2018,828,,NZ Dollars (millions),1 and 2 and 3 and 12,8
_01_Total_RD_Expenditure,Sector,02_Government Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,02_Government Sector,2020,802,,NZ Dollars (millions),1 and 2 and 3 and 12,3.1
_01_Total_RD_Expenditure,Sector,02_Government Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,02_Government Sector,2022,900,,NZ Dollars (millions),1 and 2 and 3 and 12,2.3
_01_Total_RD_Expenditure,Sector,02_Government Sector,2023,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,02_Government Sector,2024,1038,,NZ Dollars (millions),1 and 2 and 3 and 12,2.8
_01_Total_RD_Expenditure,Sector,02_Government Sector,2025,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2016,877,,NZ Dollars (millions),1 and 2 and 3 and 12,0
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2018,960,,NZ Dollars (millions),1 and 2 and 3 and 12,0
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2019,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2020,1202,,NZ Dollars (millions),1 and 2 and 3 and 12,0
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2021,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2022,1254,,NZ Dollars (millions),1 and 2 and 3 and 12,0
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2023,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2024,1349,,NZ Dollars (millions),1 and 2 and 3 and 12,0
_01_Total_RD_Expenditure,Sector,03_Higher Education Sector,2025,...,,NZ Dollars (millions),1 and 2 and 3 and 12,...
_01_Total_RD_Expenditure,Size,01_Zero employees,2016,45,,NZ Dollars (millions),5 and 12,40
_01_Total_RD_Expenditure,Size,01_Zero employees,2018,161,,NZ Dollars (millions),5 and 12,55.7
_01_Total_RD_Expenditure,Size,01_Zero employees,2019,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,01_Zero employees,2020,174,,NZ Dollars (millions),5 and 12,40.9
_01_Total_RD_Expenditure,Size,01_Zero employees,2021,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,01_Zero employees,2022,166,,NZ Dollars (millions),5 and 12,28.5
_01_Total_RD_Expenditure,Size,01_Zero employees,2023,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,01_Zero employees,2024,164,,NZ Dollars (millions),5 and 12,46.3
_01_Total_RD_Expenditure,Size,01_Zero employees,2025,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2016,145,,NZ Dollars (millions),5 and 12,18.1
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2018,206,,NZ Dollars (millions),5 and 12,11.6
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2019,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2020,270,,NZ Dollars (millions),5 and 12,6.7
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2021,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2022,260,,NZ Dollars (millions),5 and 12,10.4
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2023,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2024,269,,NZ Dollars (millions),5 and 12,10.1
_01_Total_RD_Expenditure,Size,02_1 to 9 employees,2025,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2016,150,,NZ Dollars (millions),5 and 12,12.1
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2018,149,,NZ Dollars (millions),5 and 12,16.2
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2019,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2020,216,,NZ Dollars (millions),5 and 12,13
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2021,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2022,285,,NZ Dollars (millions),5 and 12,10.6
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2023,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2024,328,,NZ Dollars (millions),5 and 12,12
_01_Total_RD_Expenditure,Size,03_10 to 19 employees,2025,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2016,193,,NZ Dollars (millions),5 and 12,18.5
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2018,246,,NZ Dollars (millions),5 and 12,13.4
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2019,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2020,324,,NZ Dollars (millions),5 and 12,10.3
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2021,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2022,436,,NZ Dollars (millions),5 and 12,10.8
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2023,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2024,501,,NZ Dollars (millions),5 and 12,9.8
_01_Total_RD_Expenditure,Size,04_20 to 49 employees,2025,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2016,217,,NZ Dollars (millions),5 and 12,12.7
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2018,251,,NZ Dollars (millions),5 and 12,17.2
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2019,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2020,347,,NZ Dollars (millions),5 and 12,15.6
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2021,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2022,354,,NZ Dollars (millions),5 and 12,17
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2023,...,,NZ Dollars (millions),5 and 12,...
_01_Total_RD_Expenditure,Size,05_50 to 99 employees,2024,491,,NZ Dollars (millions),5 and 12,13.6
